alias,canonical,source,confidence
传染病引起的痈肿,疫疗(传染病引起的痈肿),term_sheet2,1.0
伤寒少阳证,伤寒少阳证,term_sheet2,1.0
伤寒蓄血,中风入脏,term_sheet2,1.0
伤寒蓄血,伤寒蓄血,term_sheet2,1.0
伤寒蓄血/伤寒蓄血,伤寒蓄血,term_sheet2,1.0
伤寒蓄血证,中风入脏,term_sheet2,1.0
伤寒蓄血证,伤寒蓄血证,term_sheet3_self,0.6
伤寒蓄血证,伤寒蓄血证,term_sheet4_self,0.6
伤寒蓄血证,伤寒蓄血证等,term_sheet3_self,0.6
伤寒蓄血证等,伤寒蓄血证,term_sheet3_self,0.6
伤寒蓄血证等,伤寒蓄血证等,term_sheet3_self,0.6
伤寒邪入少阳,伤寒少阳证,term_sheet2,1.0
伤寒邪入少阳,伤寒邪入少阳,term_sheet3_self,0.6
伤寒邪入少阳,伤寒邪入少阳,term_sheet4_self,0.6
伤寒邪入少阳,外感,term_sheet2,1.0
伤寒邪入少阳,外感病,term_sheet2,1.0
伤寒邪入少阳/伤寒少阳证,伤寒少阳证,term_sheet2,1.0
伤暑,主风,term_sheet2,1.0
伤暑,伤暑,term_sheet2,1.0
伤暑,伤暑,term_sheet3_self,0.6
伤暑,伤暑,term_sheet4_self,0.6
伤暑,伤暑等,term_sheet3_self,0.6
伤暑,呆小病(克汀病),term_sheet2,1.0
伤暑,异物入目,term_sheet2,1.0
伤暑,火盛,term_sheet2,1.0
伤暑,肝之危候,term_sheet2,1.0
伤暑,脉道瘀滞,term_sheet2,1.0
伤暑,脾失健运,term_sheet2,1.0
伤暑/伤暑,伤暑,term_sheet2,1.0
伤暑等,伤暑,term_sheet3_self,0.6
伤暑等,伤暑等,term_sheet3_self,0.6
伤筋蚀骨,伤筋蚀骨,term_sheet2,1.0
伤筋蚀骨,伤筋蚀骨,term_sheet4_self,0.6
伤筋蚀骨/伤筋蚀骨,伤筋蚀骨,term_sheet2,1.0
伤精,伤精,term_sheet2,1.0
伤精,伤精,term_sheet3_self,0.6
伤精,伤精,term_sheet4_self,0.6
伤精/伤精,伤精,term_sheet2,1.0
伤风感冒,伤风感冒,term_sheet2,1.0
伤风感冒,伤风感冒,term_sheet3_self,0.6
伤风感冒,伤风感冒,term_sheet4_self,0.6
伤风感冒,伤风感冒等,term_sheet3_self,0.6
伤风感冒,肝痨(肝硬化),term_sheet2,1.0
伤风感冒,风邪外干,term_sheet2,1.0
伤风感冒/伤风感冒,伤风感冒,term_sheet2,1.0
伤风感冒等,伤风感冒,term_sheet3_self,0.6
伤风感冒等,伤风感冒等,term_sheet3_self,0.6
伤风鼻塞,伤风鼻塞,term_sheet2,1.0
伤风鼻塞,伤风鼻塞,term_sheet3_self,0.6
伤风鼻塞,伤风鼻塞,term_sheet4_self,0.6
伤风鼻塞,伤风鼻塞等,term_sheet3_self,0.6
伤风鼻塞,虚痹,term_sheet2,1.0
伤风鼻塞/伤风鼻塞,伤风鼻塞,term_sheet2,1.0
伤风鼻塞等,伤风鼻塞,term_sheet3_self,0.6
伤风鼻塞等,伤风鼻塞等,term_sheet3_self,0.6
伤食,伤食,term_sheet2,1.0
伤食,伤食,term_sheet3_self,0.6
伤食,伤食,term_sheet4_self,0.6
伤食,伤食等,term_sheet3_self,0.6
伤食,喜蜷卧,term_sheet2,1.0
伤食,子眩(妊娠眩晕),term_sheet2,1.0
伤食,截瘫,term_sheet2,1.0
伤食,湿疣病(尖锐湿疣),term_sheet2,1.0
伤食,湿蕴卫分,term_sheet2,1.0
伤食,湿证,term_sheet2,1.0
伤食,湿阻,term_sheet2,1.0
伤食,痔疮,term_sheet2,1.0
伤食,痰湿阻络,term_sheet2,1.0
伤食,癃闭,term_sheet2,1.0
伤食,肛门热毒,term_sheet2,1.0
伤食,肾阴虚,term_sheet2,1.0
伤食,胆热痰扰,term_sheet2,1.0
伤食,脾不统血,term_sheet2,1.0
伤食/伤食,伤食,term_sheet2,1.0
伤食积滞,伤食积滞,term_sheet2,1.0
伤食积滞,湿热蕴脾,term_sheet2,1.0
伤食积滞/伤食积滞,伤食积滞,term_sheet2,1.0
伤食积滞证,伤食积滞证,term_sheet3_self,0.6
伤食积滞证,伤食积滞证,term_sheet4_self,0.6
伤食积滞证,湿热蕴脾,term_sheet2,1.0
伤食等,伤食,term_sheet3_self,0.6
伤食等,伤食等,term_sheet3_self,0.6
伤食脾痿,伤食脾痿,term_sheet3_self,0.6
伤食脾痿,伤食脾痿,term_sheet4_self,0.6
伤食脾痿,伤食脾虚,term_sheet2,1.0
伤食脾痿,风湿挟热,term_sheet2,1.0
伤食脾痿/伤食脾虚,伤食脾虚,term_sheet2,1.0
伤食脾虚,伤食脾虚,term_sheet2,1.0
但头汗出,但头汗出,term_sheet1,1.0
但欲漱水不欲咽,但欲漱水不欲咽,term_sheet1,1.0
体内津液已伤,体内津液已伤,term_sheet3_self,0.6
体弱气虚,体弱气虚,term_sheet2,1.0
体弱气虚,体弱气虚,term_sheet4_self,0.6
体弱气虚/体弱气虚,体弱气虚,term_sheet2,1.0
体毛干枯,体毛干枯,term_sheet1,1.0
体毛脱落,体毛脱落,term_sheet1,1.0
体虚,体虚,term_sheet2,1.0
体虚,体虚,term_sheet3_self,0.6
体虚,体虚,term_sheet4_self,0.6
体虚/体虚,体虚,term_sheet2,1.0
体虚毒恋,体虚毒恋,term_sheet2,1.0
体虚毒恋/体虚毒恋,体虚毒恋,term_sheet2,1.0
体虚毒恋证,体虚毒恋,term_sheet2,1.0
体虚毒恋证,体虚毒恋证,term_sheet3_self,0.6
体虚毒恋证,体虚毒恋证,term_sheet4_self,0.6
体虚毒恋证,体虚毒恋证等,term_sheet3_self,0.6
体虚毒恋证等,体虚毒恋证,term_sheet3_self,0.6
体虚毒恋证等,体虚毒恋证等,term_sheet3_self,0.6
体表有窦道,体表有窦道,term_sheet1,1.0
体表生肿瘤,体表生肿瘤,term_sheet1,1.0
体表臀核触之活动度不高,体表臀核触之活动度不高,term_sheet1,1.0
体表臀核触之活动度高,体表臀核触之活动度高,term_sheet1,1.0
体质虚弱,体质虚弱,term_sheet2,1.0
体质虚弱,体质虚弱,term_sheet3_self,0.6
体质虚弱,体质虚弱,term_sheet4_self,0.6
体质虚弱,胃热熏鼻,term_sheet2,1.0
体质虚弱/体质虚弱,体质虚弱,term_sheet2,1.0
体质虚弱者,体质虚弱者,term_sheet2,1.0
体质虚弱者,体质虚弱者,term_sheet3_self,0.6
体质虚弱者,体质虚弱者,term_sheet4_self,0.6
体质虚弱者/体质虚弱者,体质虚弱者,term_sheet2,1.0
体重,周身沉重,term_sheet1_definition,0.75
体重超标,体重超标,tea_matching_term,0.95
余毒未清,余毒未清,term_sheet2,1.0
余毒未清,余毒未清,term_sheet4_self,0.6
余毒未清/余毒未清,余毒未清,term_sheet2,1.0
余毒未清证,余毒未清,term_sheet2,1.0
余毒未清证,余毒未清证,term_sheet3_self,0.6
余毒未清证,余毒未清证,term_sheet4_self,0.6
余沥不尽,余沥不尽,term_sheet1,1.0
余热内扰,余热内扰,term_sheet2,1.0
余热内扰,余热未清,term_sheet2,1.0
余热内扰,咽鼓管异常开放,term_sheet2,1.0
余热内扰/余热未清,余热未清,term_sheet2,1.0
余热内扰证,余热内扰,term_sheet2,1.0
余热内扰证,余热内扰证,term_sheet3_self,0.6
余热内扰证,余热内扰证,term_sheet4_self,0.6
余热内扰证,咽鼓管异常开放,term_sheet2,1.0
余热扰膈,余热扰膈,term_sheet2,1.0
余热扰膈,浊邪,term_sheet2,1.0
余热扰膈,热入少阳,term_sheet2,1.0
余热扰膈,积久化热,term_sheet2,1.0
余热扰膈,跌打损伤,term_sheet2,1.0
余热扰膈,阴伤肝绝,term_sheet2,1.0
余热扰膈/余热扰膈,余热扰膈,term_sheet2,1.0
余热扰膈证,余热扰膈证,term_sheet3_self,0.6
余热扰膈证,余热扰膈证,term_sheet4_self,0.6
余热扰膈证,浊邪,term_sheet2,1.0
余热扰膈证,热入少阳,term_sheet2,1.0
余热扰膈证,积久化热,term_sheet2,1.0
余热扰膈证,跌打损伤,term_sheet2,1.0
余热扰膈证,阴伤肝绝,term_sheet2,1.0
余热未清,余热未清,term_sheet2,1.0
佝偻,佝偻,term_sheet2,1.0
佝偻,佝偻,term_sheet3_self,0.6
佝偻,佝偻,term_sheet4_self,0.6
佝偻,佝偻病,term_sheet2,1.0
佝偻,佝偻病,term_sheet3_self,0.6
佝偻,佝偻病,term_sheet4_self,0.6
佝偻,异物入鼻,term_sheet2,1.0
佝偻病,佝偻,term_sheet2,1.0
佝偻病,佝偻,term_sheet3_self,0.6
佝偻病,佝偻,term_sheet4_self,0.6
佝偻病,佝偻病,term_sheet2,1.0
佝偻病,佝偻病,term_sheet3_self,0.6
佝偻病,佝偻病,term_sheet4_self,0.6
佝偻病,佝偻病等,term_sheet3_self,0.6
佝偻病,异物入鼻,term_sheet2,1.0
佝偻病/佝偻,佝偻,term_sheet2,1.0
佝偻病/佝偻,佝偻病,term_sheet2,1.0
佝偻病/佝偻病,佝偻,term_sheet2,1.0
佝偻病/佝偻病,佝偻病,term_sheet2,1.0
佝偻病等,佝偻病,term_sheet3_self,0.6
佝偻病等,佝偻病等,term_sheet3_self,0.6
使用药物过于峻烈,使用药物过于峻烈,term_sheet4_self,0.6
使用药物过于峻烈,用药过猛,term_sheet2,1.0
使用药物过于峻烈,风湿表证,term_sheet2,1.0
使用药物过于峻烈/用药过猛,用药过猛,term_sheet2,1.0
使用药物过于峻烈或有消化道副反应,使用药物过于峻烈或有消化道副反应,term_sheet3_self,0.6
侠瘿痒,侠瘿痒,term_sheet3_self,0.6
侠瘿痒,侠瘿痒,term_sheet4_self,0.6
侠瘿痒,侠瘿痒(颈部瘙痒),term_sheet2,1.0
侠瘿痒,肝郁乘脾,term_sheet2,1.0
侠瘿痒(颈部瘙痒),侠瘿痒(颈部瘙痒),term_sheet2,1.0
侠瘿痒/侠瘿痒(颈部瘙痒),侠瘿痒(颈部瘙痒),term_sheet2,1.0
侠瘿瘤,侠瘿瘤,term_sheet2,1.0
侠瘿瘤,侠瘿瘤,term_sheet3_self,0.6
侠瘿瘤,侠瘿瘤,term_sheet4_self,0.6
侠瘿瘤,侠瘿瘤(颈部肿瘤),term_sheet2,1.0
侠瘿瘤,侠瘿瘤等,term_sheet3_self,0.6
侠瘿瘤(颈部肿瘤),侠瘿瘤(颈部肿瘤),term_sheet2,1.0
侠瘿瘤/侠瘿瘤(颈部肿瘤),侠瘿瘤(颈部肿瘤),term_sheet2,1.0
侠瘿瘤等,侠瘿瘤,term_sheet3_self,0.6
侠瘿瘤等,侠瘿瘤等,term_sheet3_self,0.6
侠瘿瘴,侠瘿瘴,term_sheet2,1.0
侠瘿瘴,侠瘿瘴,term_sheet3_self,0.6
侠瘿瘴,侠瘿瘴,term_sheet4_self,0.6
侠瘿瘴,侠瘿瘴(甲状腺疾病),term_sheet2,1.0
侠瘿瘴(甲状腺疾病),侠瘿瘴(甲状腺疾病),term_sheet2,1.0
侠瘿瘴/侠瘿瘴(甲状腺疾病),侠瘿瘴(甲状腺疾病),term_sheet2,1.0
侧半身胀,患病半身发胀,term_sheet1_definition,0.75
侧半身胀,病半身发胀,term_sheet1_definition,0.75
侧头痛,偏头痛,term_sheet1_definition,0.75
便下黏液,便下黏液,term_sheet1,1.0
便如羊屎,便如羊屎,term_sheet1,1.0
便如蛋汤,便如蛋汤,term_sheet1,1.0
便如鱼脑,便下黏液,term_sheet1_definition,0.75
便如黄糜,便如黄糜,term_sheet1,1.0
便意频频,便意频频,term_sheet1,1.0
便溏,大便溏薄,term_sheet1_definition,0.75
便秘,便秘,tea_matching_term,0.95
便秘,大便秘结,term_sheet1_definition,0.75
便秘,燥屎(便秘),term_sheet2,1.0
便秘,脾约(便秘),term_sheet2,1.0
便稀如水,便稀如水,term_sheet1,1.0
便血,便血,term_sheet1,1.0
便血暗红,便血暗红,term_sheet1,1.0
便血鲜红,便血鲜红,term_sheet1,1.0
倒睫,倒睫,term_sheet2,1.0
倒睫拳毛,中风闭证,term_sheet2,1.0
倒睫拳毛,倒睫,term_sheet2,1.0
倒睫拳毛,倒睫拳毛,term_sheet1,1.0
倒睫拳毛,倒睫拳毛,term_sheet3_self,0.6
倒睫拳毛,倒睫拳毛,term_sheet4_self,0.6
倒睫拳毛,耳疗(耳部治疗),term_sheet2,1.0
倒睫拳毛,青腿牙府,term_sheet2,1.0
倒睫拳毛/倒睫,倒睫,term_sheet2,1.0
倒经,经行吐衄,term_sheet1_definition,0.75
偃刀脉,偃刀脉,term_sheet1,1.0
偃月侵睛,偃月侵睛,term_sheet1,1.0
偃月侵睛,偃月侵睛,term_sheet2,1.0
偃月侵睛,偃月侵睛,term_sheet3_self,0.6
偃月侵睛,偃月侵睛,term_sheet4_self,0.6
偃月侵睛,偃月侵睛(眼疾),term_sheet2,1.0
偃月侵睛,外感风热,term_sheet2,1.0
偃月侵睛,血热瘀滞,term_sheet2,1.0
偃月侵睛,风邪痰湿,term_sheet2,1.0
偃月侵睛(眼疾),偃月侵睛(眼疾),term_sheet2,1.0
偃月侵睛/偃月侵睛(眼疾),偃月侵睛(眼疾),term_sheet2,1.0
假关节形成,四肢异常的活动,term_sheet1_definition,0.75
假孕,假孕,term_sheet2,1.0
假孕,假孕,term_sheet3_self,0.6
假孕,假孕,term_sheet4_self,0.6
假孕,假孕等,term_sheet3_self,0.6
假孕,外湿内蕴成毒,term_sheet2,1.0
假孕/假孕,假孕,term_sheet2,1.0
假孕等,假孕,term_sheet3_self,0.6
假孕等,假孕等,term_sheet3_self,0.6
假死状态,尸厥(假死状态),term_sheet2,1.0
偏头痛,偏头痛,term_sheet1,1.0
偏头痛,偏头风(偏头痛),term_sheet2,1.0
偏头风,偏头风,term_sheet3_self,0.6
偏头风,偏头风,term_sheet4_self,0.6
偏头风,偏头风(偏头痛),term_sheet2,1.0
偏头风,偏头风等,term_sheet3_self,0.6
偏头风,阳明胃经积热,term_sheet2,1.0
偏头风(偏头痛),偏头风(偏头痛),term_sheet2,1.0
偏头风/偏头风(偏头痛),偏头风(偏头痛),term_sheet2,1.0
偏头风等,偏头风,term_sheet3_self,0.6
偏头风等,偏头风等,term_sheet3_self,0.6
偏执型人格障碍,偏执型人格障碍,tea_matching_term,0.95
偏痹,偏痹,term_sheet2,1.0
偏痹,偏痹,term_sheet3_self,0.6
偏痹,偏痹,term_sheet4_self,0.6
偏痹,半身不遂,term_sheet2,1.0
偏痹,风热疫毒,term_sheet2,1.0
偏痹/半身不遂,半身不遂,term_sheet2,1.0
偏瘫,偏瘫,term_sheet1,1.0
健康人,健康人,term_sheet3_self,0.6
健康人,健康人,term_sheet4_self,0.6
健康人,健康人(平人),term_sheet2,1.0
健康人,头癣,term_sheet2,1.0
健康人,癣(皮肤真菌感染),term_sheet2,1.0
健康人(平人),健康人(平人),term_sheet2,1.0
健康人/健康人,健康人(平人),term_sheet2,1.0
健忘,健忘,term_sheet1,1.0
儿童发育迟缓,幼稚病(儿童发育迟缓),term_sheet2,1.0
元气亏损,元气亏损,term_sheet2,1.0
元气亏损,元气亏损,term_sheet3_self,0.6
元气亏损,元气亏损,term_sheet4_self,0.6
元气亏损/元气亏损,元气亏损,term_sheet2,1.0
元气离散,元气离散,term_sheet2,1.0
元气离散,元气离散,term_sheet3_self,0.6
元气离散,元气离散,term_sheet4_self,0.6
元气离散/元气离散,元气离散,term_sheet2,1.0
元气虚,元气虚,term_sheet2,1.0
元气虚,元气虚,term_sheet3_self,0.6
元气虚,元气虚,term_sheet4_self,0.6
元气虚/元气虚,元气虚,term_sheet2,1.0
元气虚证,元气虚,term_sheet2,1.0
元气虚证,元气虚证,term_sheet3_self,0.6
元气虚证,元气虚证,term_sheet4_self,0.6
元阳亏虚,元阳亏虚,term_sheet2,1.0
元阳亏虚,气轮血瘀(眼球血瘀),term_sheet2,1.0
元阳亏虚,督肉攀睛(翼状胬肉),term_sheet2,1.0
元阳亏虚/元阳亏虚,元阳亏虚,term_sheet2,1.0
元阳亏虚证,元阳亏虚证,term_sheet3_self,0.6
元阳亏虚证,元阳亏虚证,term_sheet4_self,0.6
元阳亏虚证,气轮血瘀(眼球血瘀),term_sheet2,1.0
元阳亏虚证,督肉攀睛(翼状胬肉),term_sheet2,1.0
先兆流产,胎漏(先兆流产),term_sheet2,1.0
先天不足,先天不足,term_sheet2,1.0
先天不足,先天不足,term_sheet3_self,0.6
先天不足,先天不足,term_sheet4_self,0.6
先天不足,先天不足等,term_sheet3_self,0.6
先天不足,先天虚,term_sheet2,1.0
先天不足,先天虚,term_sheet3_self,0.6
先天不足,先天虚,term_sheet4_self,0.6
先天不足,先天虚等,term_sheet3_self,0.6
先天不足/先天不足,先天不足,term_sheet2,1.0
先天不足/先天不足,先天虚,term_sheet2,1.0
先天不足等,先天不足,term_sheet3_self,0.6
先天不足等,先天不足等,term_sheet3_self,0.6
先天不足等,先天虚等,term_sheet3_self,0.6
先天亏损肾气不足,先天亏损肾气不足,term_sheet2,1.0
先天亏损肾气不足,先天亏损肾气不足,term_sheet3_self,0.6
先天亏损肾气不足,先天亏损肾气不足,term_sheet4_self,0.6
先天亏损肾气不足,先天亏损肾气虚,term_sheet2,1.0
先天亏损肾气不足,先天亏损肾气虚,term_sheet3_self,0.6
先天亏损肾气不足,先天亏损肾气虚,term_sheet4_self,0.6
先天亏损肾气不足,先天肾气不足,term_sheet2,1.0
先天亏损肾气不足,先天肾气虚,term_sheet2,1.0
先天亏损肾气不足/先天肾气不足,先天肾气不足,term_sheet2,1.0
先天亏损肾气不足/先天肾气不足,先天肾气虚,term_sheet2,1.0
先天亏损肾气虚,先天亏损肾气不足,term_sheet2,1.0
先天亏损肾气虚,先天亏损肾气不足,term_sheet3_self,0.6
先天亏损肾气虚,先天亏损肾气不足,term_sheet4_self,0.6
先天亏损肾气虚,先天亏损肾气虚,term_sheet2,1.0
先天亏损肾气虚,先天亏损肾气虚,term_sheet3_self,0.6
先天亏损肾气虚,先天亏损肾气虚,term_sheet4_self,0.6
先天亏损肾气虚,先天肾气不足,term_sheet2,1.0
先天亏损肾气虚,先天肾气虚,term_sheet2,1.0
先天亏损肾气虚/先天肾气虚,先天肾气不足,term_sheet2,1.0
先天亏损肾气虚/先天肾气虚,先天肾气虚,term_sheet2,1.0
先天发育不良,先天发育不良,term_sheet2,1.0
先天发育不良,先天发育不良,term_sheet3_self,0.6
先天发育不良,先天发育不良,term_sheet4_self,0.6
先天发育不良,先天发育不良等,term_sheet3_self,0.6
先天发育不良/先天发育不良,先天发育不良,term_sheet2,1.0
先天发育不良等,先天发育不良,term_sheet3_self,0.6
先天发育不良等,先天发育不良等,term_sheet3_self,0.6
先天性,先天性,term_sheet2,1.0
先天性,先天性,term_sheet3_self,0.6
先天性,先天性,term_sheet4_self,0.6
先天性,先天性等,term_sheet3_self,0.6
先天性/先天性,先天性,term_sheet2,1.0
先天性心脏,先天性心脏,term_sheet2,1.0
先天性心脏,先天性心脏,term_sheet3_self,0.6
先天性心脏,先天性心脏,term_sheet4_self,0.6
先天性心脏,先天性心脏病,term_sheet2,1.0
先天性心脏,先天性心脏病,term_sheet3_self,0.6
先天性心脏,先天性心脏病,term_sheet4_self,0.6
先天性心脏,先天性心脏病(现代医学概念),term_sheet2,1.0
先天性心脏病,先天性心脏,term_sheet2,1.0
先天性心脏病,先天性心脏,term_sheet3_self,0.6
先天性心脏病,先天性心脏,term_sheet4_self,0.6
先天性心脏病,先天性心脏病,term_sheet2,1.0
先天性心脏病,先天性心脏病,term_sheet3_self,0.6
先天性心脏病,先天性心脏病,term_sheet4_self,0.6
先天性心脏病,先天性心脏病(现代医学概念),term_sheet2,1.0
先天性心脏病(现代医学概念),先天性心脏病(现代医学概念),term_sheet2,1.0
先天性心脏病/先天性心脏病(现代医学概念),先天性心脏病(现代医学概念),term_sheet2,1.0
先天性桡动脉畸型,先天性桡动脉畸型,term_sheet2,1.0
先天性桡动脉畸型,先天性桡动脉畸型,term_sheet3_self,0.6
先天性桡动脉畸型,先天性桡动脉畸型,term_sheet4_self,0.6
先天性桡动脉畸型,先天性桡动脉畸形,term_sheet2,1.0
先天性桡动脉畸型/先天性桡动脉畸形,先天性桡动脉畸形,term_sheet2,1.0
先天性桡动脉畸形,先天性桡动脉畸形,term_sheet2,1.0
先天性痴呆,先天性痴呆,term_sheet2,1.0
先天性痴呆,先天性痴呆,term_sheet3_self,0.6
先天性痴呆,先天性痴呆,term_sheet4_self,0.6
先天性痴呆,瘟毒入血,term_sheet2,1.0
先天性痴呆/先天性痴呆,先天性痴呆,term_sheet2,1.0
先天性皮肤白化,先天性皮肤白化,term_sheet2,1.0
先天性皮肤白化,先天性皮肤白化,term_sheet3_self,0.6
先天性皮肤白化,先天性皮肤白化,term_sheet4_self,0.6
先天性皮肤白化,先天性皮肤白化病,term_sheet2,1.0
先天性皮肤白化,先天性皮肤白化病,term_sheet3_self,0.6
先天性皮肤白化,先天性皮肤白化病,term_sheet4_self,0.6
先天性皮肤白化病,先天性皮肤白化,term_sheet2,1.0
先天性皮肤白化病,先天性皮肤白化,term_sheet3_self,0.6
先天性皮肤白化病,先天性皮肤白化,term_sheet4_self,0.6
先天性皮肤白化病,先天性皮肤白化病,term_sheet2,1.0
先天性皮肤白化病,先天性皮肤白化病,term_sheet3_self,0.6
先天性皮肤白化病,先天性皮肤白化病,term_sheet4_self,0.6
先天性皮肤白化病/先天性皮肤白化,先天性皮肤白化,term_sheet2,1.0
先天性皮肤白化病/先天性皮肤白化,先天性皮肤白化病,term_sheet2,1.0
先天性皮肤白化病/先天性皮肤白化病,先天性皮肤白化,term_sheet2,1.0
先天性皮肤白化病/先天性皮肤白化病,先天性皮肤白化病,term_sheet2,1.0
先天性等,先天性,term_sheet3_self,0.6
先天性等,先天性等,term_sheet3_self,0.6
先天畸形,先天畸形,term_sheet2,1.0
先天畸形,先天畸形,term_sheet3_self,0.6
先天畸形,先天畸形,term_sheet4_self,0.6
先天畸形/先天畸形,先天畸形,term_sheet2,1.0
先天禀赋不足,先天禀赋不足,term_sheet3_self,0.6
先天禀赋不足,先天禀赋不足,term_sheet4_self,0.6
先天禀赋不足,先天禀赋虚,term_sheet3_self,0.6
先天禀赋不足,先天禀赋虚,term_sheet4_self,0.6
先天禀赋不足,天不足,term_sheet2,1.0
先天禀赋不足,天虚,term_sheet2,1.0
先天禀赋不足,湿盛,term_sheet2,1.0
先天禀赋不足/先天不足,天不足,term_sheet2,1.0
先天禀赋不足/先天不足,天虚,term_sheet2,1.0
先天禀赋虚,先天禀赋不足,term_sheet3_self,0.6
先天禀赋虚,先天禀赋不足,term_sheet4_self,0.6
先天禀赋虚,先天禀赋虚,term_sheet3_self,0.6
先天禀赋虚,先天禀赋虚,term_sheet4_self,0.6
先天禀赋虚,天不足,term_sheet2,1.0
先天禀赋虚,天虚,term_sheet2,1.0
先天禀赋虚,湿盛,term_sheet2,1.0
先天禀赋虚/先天虚,天不足,term_sheet2,1.0
先天禀赋虚/先天虚,天虚,term_sheet2,1.0
先天肾气不足,先天肾气不足,term_sheet2,1.0
先天肾气不足,先天肾气虚,term_sheet2,1.0
先天肾气虚,先天肾气不足,term_sheet2,1.0
先天肾气虚,先天肾气虚,term_sheet2,1.0
先天肾精不足,先天肾精不足,term_sheet2,1.0
先天肾精不足,先天肾精不足,term_sheet3_self,0.6
先天肾精不足,先天肾精不足,term_sheet4_self,0.6
先天肾精不足,先天肾精虚,term_sheet2,1.0
先天肾精不足,先天肾精虚,term_sheet3_self,0.6
先天肾精不足,先天肾精虚,term_sheet4_self,0.6
先天肾精不足/先天肾精不足,先天肾精不足,term_sheet2,1.0
先天肾精不足/先天肾精不足,先天肾精虚,term_sheet2,1.0
先天肾精不足证,先天肾精不足,term_sheet2,1.0
先天肾精不足证,先天肾精不足证,term_sheet3_self,0.6
先天肾精不足证,先天肾精不足证,term_sheet4_self,0.6
先天肾精不足证,先天肾精虚,term_sheet2,1.0
先天肾精不足证,先天肾精虚证,term_sheet3_self,0.6
先天肾精不足证,先天肾精虚证,term_sheet4_self,0.6
先天肾精虚,先天肾精不足,term_sheet2,1.0
先天肾精虚,先天肾精不足,term_sheet3_self,0.6
先天肾精虚,先天肾精不足,term_sheet4_self,0.6
先天肾精虚,先天肾精虚,term_sheet2,1.0
先天肾精虚,先天肾精虚,term_sheet3_self,0.6
先天肾精虚,先天肾精虚,term_sheet4_self,0.6
先天肾精虚/先天肾精虚,先天肾精不足,term_sheet2,1.0
先天肾精虚/先天肾精虚,先天肾精虚,term_sheet2,1.0
先天肾精虚证,先天肾精不足,term_sheet2,1.0
先天肾精虚证,先天肾精不足证,term_sheet3_self,0.6
先天肾精虚证,先天肾精不足证,term_sheet4_self,0.6
先天肾精虚证,先天肾精虚,term_sheet2,1.0
先天肾精虚证,先天肾精虚证,term_sheet3_self,0.6
先天肾精虚证,先天肾精虚证,term_sheet4_self,0.6
先天肾阴不足,先天肾阴不足,term_sheet2,1.0
先天肾阴不足,先天肾阴不足,term_sheet3_self,0.6
先天肾阴不足,先天肾阴不足,term_sheet4_self,0.6
先天肾阴不足,先天肾阴虚,term_sheet2,1.0
先天肾阴不足,先天肾阴虚,term_sheet3_self,0.6
先天肾阴不足,先天肾阴虚,term_sheet4_self,0.6
先天肾阴不足/先天肾阴不足,先天肾阴不足,term_sheet2,1.0
先天肾阴不足/先天肾阴不足,先天肾阴虚,term_sheet2,1.0
先天肾阴虚,先天肾阴不足,term_sheet2,1.0
先天肾阴虚,先天肾阴不足,term_sheet3_self,0.6
先天肾阴虚,先天肾阴不足,term_sheet4_self,0.6
先天肾阴虚,先天肾阴虚,term_sheet2,1.0
先天肾阴虚,先天肾阴虚,term_sheet3_self,0.6
先天肾阴虚,先天肾阴虚,term_sheet4_self,0.6
先天肾阴虚/先天肾阴虚,先天肾阴不足,term_sheet2,1.0
先天肾阴虚/先天肾阴虚,先天肾阴虚,term_sheet2,1.0
先天虚,先天不足,term_sheet2,1.0
先天虚,先天不足,term_sheet3_self,0.6
先天虚,先天不足,term_sheet4_self,0.6
先天虚,先天虚,term_sheet2,1.0
先天虚,先天虚,term_sheet3_self,0.6
先天虚,先天虚,term_sheet4_self,0.6
先天虚/先天虚,先天不足,term_sheet2,1.0
先天虚/先天虚,先天虚,term_sheet2,1.0
先天虚等,先天不足,term_sheet3_self,0.6
先天虚等,先天不足等,term_sheet3_self,0.6
先天虚等,先天虚等,term_sheet3_self,0.6
先天遗传,先天遗传,term_sheet2,1.0
先天遗传,先天遗传,term_sheet3_self,0.6
先天遗传,先天遗传,term_sheet4_self,0.6
先天遗传,先天遗传等,term_sheet3_self,0.6
先天遗传/先天遗传,先天遗传,term_sheet2,1.0
先天遗传等,先天遗传,term_sheet3_self,0.6
先天遗传等,先天遗传等,term_sheet3_self,0.6
光天性,光天性,term_sheet3_self,0.6
光天性,光天性,term_sheet4_self,0.6
光天性,"此处“光天性”不明确,可能是笔误或特定表述,请提供更多信息",term_sheet2,1.0
光天性,湿毒侵蚀,term_sheet2,1.0
光天性/此处“光天性”不明确,"此处“光天性”不明确,可能是笔误或特定表述,请提供更多信息",term_sheet2,1.0
克汀,呆小病(克汀病),term_sheet2,1.0
克汀病,呆小病(克汀病),term_sheet2,1.0
入夜痛甚,入夜痛甚,term_sheet1,1.0
入睡难,入睡难,term_sheet1,1.0
全头痛,全头痛,term_sheet1,1.0
全秃,全秃,term_sheet1,1.0
全秃,普秃(全秃),term_sheet2,1.0
全身抽动,全身抽动,term_sheet1,1.0
全身无力,全身无力,term_sheet1,1.0
全身痛,身痛,term_sheet1_definition,0.75
全身麻木,身麻,term_sheet1_definition,0.75
八字腿,膝内翻,term_sheet1_definition,0.75
