alias,canonical,source,confidence
虚火上浮,虚火上浮,term_sheet4_self,0.6
虚火上浮,虚火上炎,term_sheet2,1.0
虚火上浮/虚火上炎,虚火上炎,term_sheet2,1.0
虚火上炎,实热,term_sheet2,1.0
虚火上炎,胃热,term_sheet2,1.0
虚火上炎,虚火上炎,term_sheet2,1.0
虚火上炎/虚火上炎,虚火上炎,term_sheet2,1.0
虚火上炎证,实热,term_sheet2,1.0
虚火上炎证,胃热,term_sheet2,1.0
虚火上炎证,虚火上炎,term_sheet2,1.0
虚火上炎证,虚火上炎证,term_sheet3_self,0.6
虚火上炎证,虚火上炎证,term_sheet4_self,0.6
虚火上炎证,虚火上炎证等,term_sheet3_self,0.6
虚火上炎证等,虚火上炎证,term_sheet3_self,0.6
虚火上炎证等,虚火上炎证等,term_sheet3_self,0.6
虚火伤齿,虚火伤齿,term_sheet2,1.0
虚火灼口,湿热郁蒸,term_sheet2,1.0
虚火灼口,虚火上炎,term_sheet2,1.0
虚火灼口,虚火灼口,term_sheet2,1.0
虚火灼口/虚火上炎,虚火上炎,term_sheet2,1.0
虚火灼口证,湿热郁蒸,term_sheet2,1.0
虚火灼口证,虚火灼口,term_sheet2,1.0
虚火灼口证,虚火灼口证,term_sheet3_self,0.6
虚火灼口证,虚火灼口证,term_sheet4_self,0.6
虚火灼口证,虚火灼口证等,term_sheet3_self,0.6
虚火灼口证等,虚火灼口证,term_sheet3_self,0.6
虚火灼口证等,虚火灼口证等,term_sheet3_self,0.6
虚火灼齿,气滞,term_sheet2,1.0
虚火灼齿,胃溃疡,term_sheet2,1.0
虚火灼齿,虚火伤齿,term_sheet2,1.0
虚火灼齿/虚火伤齿,虚火伤齿,term_sheet2,1.0
虚火灼齿证,气滞,term_sheet2,1.0
虚火灼齿证,胃溃疡,term_sheet2,1.0
虚火灼齿证,虚火灼齿证,term_sheet3_self,0.6
虚火灼齿证,虚火灼齿证,term_sheet4_self,0.6
虚火灼齿证,虚火灼齿证等,term_sheet3_self,0.6
虚火灼齿证等,虚火灼齿证,term_sheet3_self,0.6
虚火灼齿证等,虚火灼齿证等,term_sheet3_self,0.6
虚火灼龈,虚火灼龈,term_sheet2,1.0
虚火灼龈/虚火灼龈,虚火灼龈,term_sheet2,1.0
虚火灼龈证,虚火灼龈,term_sheet2,1.0
虚火灼龈证,虚火灼龈证,term_sheet3_self,0.6
虚火灼龈证,虚火灼龈证,term_sheet4_self,0.6
虚热,胃癌,term_sheet2,1.0
虚热,虚热,term_sheet2,1.0
虚热(火)证,虚热(火)证,term_sheet3_self,0.6
虚热/虚热,虚热,term_sheet2,1.0
虚热证,胃癌,term_sheet2,1.0
虚热证,虚热,term_sheet2,1.0
虚热证,虚热证,term_sheet3_self,0.6
虚热证,虚热证,term_sheet4_self,0.6
虚痨,虚痨,term_sheet2,1.0
虚痨,虚痨,term_sheet4_self,0.6
虚痨,虚痨(肺结核),term_sheet2,1.0
虚痨(肺结核),虚痨(肺结核),term_sheet2,1.0
虚痨/虚痨(肺结核),虚痨(肺结核),term_sheet2,1.0
虚痹,虚痹,term_sheet2,1.0
虚痹,虚痹,term_sheet3_self,0.6
虚痹,虚痹,term_sheet4_self,0.6
虚痹,虚痹等,term_sheet3_self,0.6
虚痹/虚痹(虚证引起的痹症),虚痹,term_sheet2,1.0
虚痹等,虚痹,term_sheet3_self,0.6
虚痹等,虚痹等,term_sheet3_self,0.6
虚眩,虚眩,term_sheet2,1.0
虚眩,虚眩,term_sheet3_self,0.6
虚眩,虚眩,term_sheet4_self,0.6
虚眩,虚眩(眩晕),term_sheet2,1.0
虚眩,阴虚痰阻,term_sheet2,1.0
虚眩(眩晕),虚眩(眩晕),term_sheet2,1.0
虚眩/虚眩(眩晕),虚眩(眩晕),term_sheet2,1.0
虚证,中毒,term_sheet2,1.0
虚证,中风人脏,term_sheet2,1.0
虚证,心气虚,term_sheet2,1.0
虚证,牛皮癣(银屑病),term_sheet2,1.0
虚证,缩阴,term_sheet2,1.0
虚证,缩阴症,term_sheet2,1.0
虚证,虚证,term_sheet2,1.0
虚证,虚证,term_sheet3_self,0.6
虚证,虚证,term_sheet4_self,0.6
虚证,虚证等,term_sheet3_self,0.6
虚证,遗精,term_sheet2,1.0
虚证,阴盛格阳,term_sheet2,1.0
虚证/虚证,虚证,term_sheet2,1.0
虚证等,虚证,term_sheet3_self,0.6
虚证等,虚证等,term_sheet3_self,0.6
虚里动微不显,虚里动微不显,term_sheet1,1.0
虚里动而应衣,虚里动而应衣,term_sheet1,1.0
虚里动而欲绝,虚里动而欲绝,term_sheet1,1.0
虚里洪大而搏,虚里洪大而搏,term_sheet1,1.0
虚里疼痛,虚里疼痛,term_sheet1,1.0
虚阳浮越,虚阳浮越,term_sheet2,1.0
虚阳浮越/虚阳浮越,虚阳浮越,term_sheet2,1.0
虚阳浮越证,虚阳浮越,term_sheet2,1.0
虚阳浮越证,虚阳浮越证,term_sheet3_self,0.6
虚阳浮越证,虚阳浮越证,term_sheet4_self,0.6
虚阳浮越证,虚阳浮越证等,term_sheet3_self,0.6
虚阳浮越证等,虚阳浮越证,term_sheet3_self,0.6
虚阳浮越证等,虚阳浮越证等,term_sheet3_self,0.6
虚陷(正气虚弱,"虚陷(正气虚弱,邪毒内陷)",term_sheet2,1.0
虚陷之,"虚陷(正气虚弱,邪毒内陷)",term_sheet2,1.0
虚陷之,虚陷之,term_sheet2,1.0
虚陷之/虚陷(正气虚弱,"虚陷(正气虚弱,邪毒内陷)",term_sheet2,1.0
虚陷之证,虚陷之,term_sheet2,1.0
虚陷之证,虚陷之证,term_sheet3_self,0.6
虚陷之证,虚陷之证,term_sheet4_self,0.6
虚陷之证,虚陷之证等,term_sheet3_self,0.6
虚陷之证等,虚陷之证,term_sheet3_self,0.6
虚陷之证等,虚陷之证等,term_sheet3_self,0.6
虚风内动,虚风内动,term_sheet2,1.0
虚风内动/虚风内动,虚风内动,term_sheet2,1.0
虚风内动证,虚风内动,term_sheet2,1.0
虚风内动证,虚风内动证,term_sheet3_self,0.6
虚风内动证,虚风内动证,term_sheet4_self,0.6
虚风内动证,虚风内动证等,term_sheet3_self,0.6
虚风内动证等,虚风内动证,term_sheet3_self,0.6
虚风内动证等,虚风内动证等,term_sheet3_self,0.6
虫扰胆膈,干血痨(慢性失血性疾病),term_sheet2,1.0
虫扰胆膈,肠痹,term_sheet2,1.0
虫扰胆膈,虫扰胆膈,term_sheet2,1.0
虫扰胆膈/虫扰胆膈,虫扰胆膈,term_sheet2,1.0
虫扰胆膈证,干血痨(慢性失血性疾病),term_sheet2,1.0
虫扰胆膈证,肠痹,term_sheet2,1.0
虫扰胆膈证,虫扰胆膈,term_sheet2,1.0
虫扰胆膈证,虫扰胆膈证,term_sheet3_self,0.6
虫扰胆膈证,虫扰胆膈证,term_sheet4_self,0.6
虫斑,虫斑,term_sheet2,1.0
虫斑,虫斑,term_sheet3_self,0.6
虫斑,虫斑,term_sheet4_self,0.6
虫斑,虫斑(寄生虫感染所致的皮肤损害),term_sheet2,1.0
虫斑,虫斑等,term_sheet3_self,0.6
虫斑(寄生虫感染所致的皮肤损害),虫斑(寄生虫感染所致的皮肤损害),term_sheet2,1.0
虫斑/虫斑(寄生虫感染所致的皮肤损害),虫斑(寄生虫感染所致的皮肤损害),term_sheet2,1.0
虫斑等,虫斑,term_sheet3_self,0.6
虫斑等,虫斑等,term_sheet3_self,0.6
虫毒侵袭,虫毒侵袭,term_sheet2,1.0
虫毒侵袭/虫毒侵袭,虫毒侵袭,term_sheet2,1.0
虫毒侵袭证,虫毒侵袭,term_sheet2,1.0
虫毒侵袭证,虫毒侵袭证,term_sheet3_self,0.6
虫毒侵袭证,虫毒侵袭证,term_sheet4_self,0.6
虫毒侵袭证,虫毒侵袭证等,term_sheet3_self,0.6
虫毒侵袭证等,虫毒侵袭证,term_sheet3_self,0.6
虫毒侵袭证等,虫毒侵袭证等,term_sheet3_self,0.6
虫毒犯肺,虫毒犯肺,term_sheet2,1.0
虫毒犯肺/虫毒犯肺,虫毒犯肺,term_sheet2,1.0
虫毒犯肺证,虫毒犯肺,term_sheet2,1.0
虫毒犯肺证,虫毒犯肺证,term_sheet3_self,0.6
虫毒犯肺证,虫毒犯肺证,term_sheet4_self,0.6
虫症,虫症,term_sheet2,1.0
虫症,虫症,term_sheet4_self,0.6
虫症,虫症(寄生虫病),term_sheet2,1.0
虫症(寄生虫病),虫症(寄生虫病),term_sheet2,1.0
虫症/虫症(寄生虫病),虫症(寄生虫病),term_sheet2,1.0
虫痒,虫痒,term_sheet2,1.0
虫痒,虫痒,term_sheet4_self,0.6
虫痒,虫痒(寄生虫感染引起的瘙痒),term_sheet2,1.0
虫痒(寄生虫感染引起的瘙痒),虫痒(寄生虫感染引起的瘙痒),term_sheet2,1.0
虫痒/虫痒(寄生虫感染引起的瘙痒),虫痒(寄生虫感染引起的瘙痒),term_sheet2,1.0
虫积,气滞胸膈,term_sheet2,1.0
虫积,湿热阻络,term_sheet2,1.0
虫积,痰浊阻心,term_sheet2,1.0
虫积,虫积,term_sheet2,1.0
虫积,虫积,term_sheet3_self,0.6
虫积,虫积,term_sheet4_self,0.6
虫积,虫积等,term_sheet3_self,0.6
虫积,软瘫,term_sheet2,1.0
虫积/虫积,虫积,term_sheet2,1.0
虫积伤脾,虫积伤脾,term_sheet2,1.0
虫积伤脾/虫积伤脾,虫积伤脾,term_sheet2,1.0
虫积伤脾证,虫积伤脾,term_sheet2,1.0
虫积伤脾证,虫积伤脾证,term_sheet3_self,0.6
虫积伤脾证,虫积伤脾证,term_sheet4_self,0.6
虫积伤脾证,虫积伤脾证等,term_sheet3_self,0.6
虫积伤脾证等,虫积伤脾证,term_sheet3_self,0.6
虫积伤脾证等,虫积伤脾证等,term_sheet3_self,0.6
虫积等,虫积,term_sheet3_self,0.6
虫积等,虫积等,term_sheet3_self,0.6
虫积肠道,虫积肠道,term_sheet2,1.0
虫积肠道/虫积肠道,虫积肠道,term_sheet2,1.0
虫积肠道证,虫积肠道,term_sheet2,1.0
虫积肠道证,虫积肠道证,term_sheet3_self,0.6
虫积肠道证,虫积肠道证,term_sheet4_self,0.6
虫积腹痛,虫积腹痛,term_sheet2,1.0
虫积腹痛,虫积腹痛,term_sheet3_self,0.6
虫积腹痛,虫积腹痛,term_sheet4_self,0.6
虫积腹痛/虫积腹痛,虫积腹痛,term_sheet2,1.0
虫积证,气滞胸膈,term_sheet2,1.0
虫积证,虫积,term_sheet2,1.0
虫积证,虫积证,term_sheet3_self,0.6
虫积证,虫积证,term_sheet4_self,0.6
虹膜粘连,瞳神膜闭(虹膜粘连),term_sheet2,1.0
虾游脉,虾游脉,term_sheet1,1.0
蚕豆病(g6pd缺乏症),蚕豆病(g6pd缺乏症),term_sheet2,1.0
蚕豆黄,不射精,term_sheet2,1.0
蚕豆黄,肾及膀胱肿瘤,term_sheet2,1.0
蚕豆黄,脾胃积热,term_sheet2,1.0
蚕豆黄,蚕豆病(g6pd缺乏症),term_sheet2,1.0
蚕豆黄,蚕豆黄,term_sheet2,1.0
蚕豆黄,蚕豆黄,term_sheet3_self,0.6
蚕豆黄,蚕豆黄,term_sheet4_self,0.6
蚕豆黄,蚕豆黄等,term_sheet3_self,0.6
蚕豆黄,面中风(面瘫),term_sheet2,1.0
蚕豆黄,龟头溃烂,term_sheet2,1.0
蚕豆黄/蚕豆病(g6pd缺乏症),蚕豆病(g6pd缺乏症),term_sheet2,1.0
蚕豆黄等,蚕豆黄,term_sheet3_self,0.6
蚕豆黄等,蚕豆黄等,term_sheet3_self,0.6
蛇串疮,蛇串疮,term_sheet2,1.0
蛇串疮,蛇串疮,term_sheet3_self,0.6
蛇串疮,蛇串疮,term_sheet4_self,0.6
蛇串疮,蛇串疮(带状疱疹),term_sheet2,1.0
蛇串疮,蛇串疮等,term_sheet3_self,0.6
蛇串疮(带状疱疹),蛇串疮(带状疱疹),term_sheet2,1.0
蛇串疮/蛇串疮(带状疱疹),蛇串疮(带状疱疹),term_sheet2,1.0
蛇串疮等,蛇串疮,term_sheet3_self,0.6
蛇串疮等,蛇串疮等,term_sheet3_self,0.6
蛇头疗,蛇头疗,term_sheet2,1.0
蛇头疗,蛇头疗,term_sheet3_self,0.6
蛇头疗,蛇头疗,term_sheet4_self,0.6
蛇头疗,蛇头疗(手指尖脓肿),term_sheet2,1.0
蛇头疗,蛇头疗等,term_sheet3_self,0.6
蛇头疗(手指尖脓肿),蛇头疗(手指尖脓肿),term_sheet2,1.0
蛇头疗/蛇头疗(手指尖脓肿),蛇头疗(手指尖脓肿),term_sheet2,1.0
蛇头疗等,蛇头疗,term_sheet3_self,0.6
蛇头疗等,蛇头疗等,term_sheet3_self,0.6
蛇疗,蛇疗,term_sheet2,1.0
蛇疗,蛇疗,term_sheet3_self,0.6
蛇疗,蛇疗,term_sheet4_self,0.6
蛇疗,蛇疗(手指尖脓肿),term_sheet2,1.0
蛇疗,蛇疗等,term_sheet3_self,0.6
蛇疗(手指尖脓肿),蛇疗(手指尖脓肿),term_sheet2,1.0
蛇疗/蛇疗(手指尖脓肿),蛇疗(手指尖脓肿),term_sheet2,1.0
蛇疗等,蛇疗,term_sheet3_self,0.6
蛇疗等,蛇疗等,term_sheet3_self,0.6
蛇眼疗,蛇眼疗,term_sheet2,1.0
蛇眼疗,蛇眼疗,term_sheet3_self,0.6
蛇眼疗,蛇眼疗,term_sheet4_self,0.6
蛇眼疗,蛇眼疗(指甲旁脓肿),term_sheet2,1.0
蛇眼疗(指甲旁脓肿),蛇眼疗(指甲旁脓肿),term_sheet2,1.0
蛇眼疗/蛇眼疗(指甲旁脓肿),蛇眼疗(指甲旁脓肿),term_sheet2,1.0
蛊虫,蛊虫,term_sheet2,1.0
蛊虫,蛊虫,term_sheet4_self,0.6
蛊虫,蛊虫病,term_sheet2,1.0
蛊虫,蛊虫病,term_sheet4_self,0.6
蛊虫,蛊虫病(寄生虫病),term_sheet2,1.0
蛊虫病,蛊虫,term_sheet2,1.0
蛊虫病,蛊虫,term_sheet4_self,0.6
蛊虫病,蛊虫病,term_sheet2,1.0
蛊虫病,蛊虫病,term_sheet3_self,0.6
蛊虫病,蛊虫病,term_sheet4_self,0.6
蛊虫病,蛊虫病(寄生虫病),term_sheet2,1.0
蛊虫病,蛊虫病等,term_sheet3_self,0.6
蛊虫病(寄生虫病),蛊虫病(寄生虫病),term_sheet2,1.0
蛊虫病/蛊虫病(寄生虫病),蛊虫病(寄生虫病),term_sheet2,1.0
蛊虫病等,蛊虫病,term_sheet3_self,0.6
蛊虫病等,蛊虫病等,term_sheet3_self,0.6
蛔厥,口腔不洁,term_sheet2,1.0
蛔厥,寒湿阻络,term_sheet2,1.0
蛔厥,蛔厥,term_sheet2,1.0
蛔厥,蛔厥,term_sheet3_self,0.6
蛔厥,蛔厥,term_sheet4_self,0.6
蛔厥,蛔厥等,term_sheet3_self,0.6
蛔厥/蛔厥,蛔厥,term_sheet2,1.0
蛔厥等,蛔厥,term_sheet3_self,0.6
蛔厥等,蛔厥等,term_sheet3_self,0.6
蛔扰胆俯证,蛔扰胆俯证,term_sheet3_self,0.6
蛔扰胆俯证,蛔扰胆俯证,term_sheet4_self,0.6
蛔扰胆俯证,食滞,term_sheet2,1.0
蛔扰胆腑,蛔虫入胆,term_sheet2,1.0
蛔扰胆腑,食滞,term_sheet2,1.0
蛔扰胆腑/蛔虫入胆,蛔虫入胆,term_sheet2,1.0
蛔结肠闭,蛔结肠闭,term_sheet2,1.0
蛔结肠闭,蛔虫肠梗阻,term_sheet2,1.0
蛔结肠闭/蛔虫肠梗阻,蛔虫肠梗阻,term_sheet2,1.0
蛔结肠闭证,蛔结肠闭,term_sheet2,1.0
蛔结肠闭证,蛔结肠闭证,term_sheet3_self,0.6
蛔结肠闭证,蛔结肠闭证,term_sheet4_self,0.6
蛔虫,水饮阻滞,term_sheet2,1.0
蛔虫,溃脓顺(溃疡排脓通畅),term_sheet2,1.0
蛔虫,蛔虫,term_sheet2,1.0
蛔虫,蛔虫,term_sheet3_self,0.6
蛔虫,蛔虫,term_sheet4_self,0.6
蛔虫,蛔虫病,term_sheet2,1.0
蛔虫,蛔虫病,term_sheet3_self,0.6
蛔虫,蛔虫病,term_sheet4_self,0.6
蛔虫/蛔虫,蛔虫,term_sheet2,1.0
蛔虫入胆,蛔虫入胆,term_sheet2,1.0
蛔虫内扰,口腔病变(口糜),term_sheet2,1.0
蛔虫内扰,心脾气血两虚,term_sheet2,1.0
蛔虫内扰,风痰内蕴,term_sheet2,1.0
蛔虫内扰,鼻塞,term_sheet2,1.0
蛔虫内扰证,蛔虫内扰证,term_sheet3_self,0.6
蛔虫内扰证,蛔虫内扰证,term_sheet4_self,0.6
蛔虫内扰证,鼻塞,term_sheet2,1.0
蛔虫病,水饮阻滞,term_sheet2,1.0
蛔虫病,溃脓顺(溃疡排脓通畅),term_sheet2,1.0
蛔虫病,蛔虫,term_sheet2,1.0
蛔虫病,蛔虫,term_sheet3_self,0.6
蛔虫病,蛔虫,term_sheet4_self,0.6
蛔虫病,蛔虫病,term_sheet2,1.0
蛔虫病,蛔虫病,term_sheet3_self,0.6
蛔虫病,蛔虫病,term_sheet4_self,0.6
蛔虫病,蛔虫病等,term_sheet3_self,0.6
蛔虫病等,蛔虫病,term_sheet3_self,0.6
蛔虫病等,蛔虫病等,term_sheet3_self,0.6
蛔虫肠梗阻,蛔虫肠梗阻,term_sheet2,1.0
蛔虫证,口腔病变(口糜),term_sheet2,1.0
蛔虫证,心脾气血两虚,term_sheet2,1.0
蛔虫证,蛔虫,term_sheet2,1.0
蛔虫证,蛔虫证,term_sheet3_self,0.6
蛔虫证,蛔虫证,term_sheet4_self,0.6
蛔虫证,风痰内蕴,term_sheet2,1.0
蛲虫,肝肺实火,term_sheet2,1.0
蛲虫,脾虚化火,term_sheet2,1.0
蛲虫,蛲虫,term_sheet2,1.0
蛲虫,蛲虫,term_sheet3_self,0.6
蛲虫,蛲虫,term_sheet4_self,0.6
蛲虫,蛲虫病,term_sheet2,1.0
蛲虫,蛲虫病,term_sheet3_self,0.6
蛲虫,蛲虫病,term_sheet4_self,0.6
蛲虫病,肝肺实火,term_sheet2,1.0
蛲虫病,脾虚化火,term_sheet2,1.0
蛲虫病,蛲虫,term_sheet2,1.0
蛲虫病,蛲虫,term_sheet3_self,0.6
蛲虫病,蛲虫,term_sheet4_self,0.6
蛲虫病,蛲虫病,term_sheet2,1.0
蛲虫病,蛲虫病,term_sheet3_self,0.6
蛲虫病,蛲虫病,term_sheet4_self,0.6
蛲虫病,蛲虫病等,term_sheet3_self,0.6
蛲虫病/蛲虫,蛲虫,term_sheet2,1.0
蛲虫病/蛲虫,蛲虫病,term_sheet2,1.0
蛲虫病/蛲虫病,蛲虫,term_sheet2,1.0
蛲虫病/蛲虫病,蛲虫病,term_sheet2,1.0
蛲虫病等,蛲虫病,term_sheet3_self,0.6
蛲虫病等,蛲虫病等,term_sheet3_self,0.6
蜘蛛痣,蜘蛛痣,term_sheet1,1.0
蜘蛛痣,蜘蛛痣,term_sheet2,1.0
蜘蛛痣,蜘蛛痣,term_sheet3_self,0.6
蜘蛛痣,蜘蛛痣,term_sheet4_self,0.6
蜘蛛痣/蜘蛛痣,蜘蛛痣,term_sheet2,1.0
蝶斑疮,蝶斑疮,term_sheet2,1.0
蝶斑疮,蝶斑疮,term_sheet3_self,0.6
蝶斑疮,蝶斑疮,term_sheet4_self,0.6
蝶斑疮,蝶斑疮(系统性红斑狼疮),term_sheet2,1.0
蝶斑疮,蝶斑疮等,term_sheet3_self,0.6
蝶斑疮(系统性红斑狼疮),蝶斑疮(系统性红斑狼疮),term_sheet2,1.0
蝶斑疮/蝶斑疮(系统性红斑狼疮),蝶斑疮(系统性红斑狼疮),term_sheet2,1.0
蝶斑疮等,蝶斑疮,term_sheet3_self,0.6
蝶斑疮等,蝶斑疮等,term_sheet3_self,0.6
蝶疮流注,蝶疮流注,term_sheet2,1.0
蝶疮流注,蝶疮流注,term_sheet3_self,0.6
蝶疮流注,蝶疮流注,term_sheet4_self,0.6
蝶疮流注,蝶疮流注(系统性红斑狼疮),term_sheet2,1.0
蝶疮流注,酒毒,term_sheet2,1.0
蝶疮流注(系统性红斑狼疮),蝶疮流注(系统性红斑狼疮),term_sheet2,1.0
蝶疮流注/蝶疮流注(系统性红斑狼疮),蝶疮流注(系统性红斑狼疮),term_sheet2,1.0
蝼疖,头部疖肿,term_sheet1_definition,0.75
蝼蛄疖,蝼蛄疖,term_sheet2,1.0
蝼蛄疖,蝼蛄疖,term_sheet3_self,0.6
蝼蛄疖,蝼蛄疖,term_sheet4_self,0.6
蝼蛄疖,蝼蛄疖(皮肤感染),term_sheet2,1.0
蝼蛄疖,蝼蛄疖等,term_sheet3_self,0.6
蝼蛄疖(皮肤感染),蝼蛄疖(皮肤感染),term_sheet2,1.0
蝼蛄疖/蝼蛄疖(皮肤感染),蝼蛄疖(皮肤感染),term_sheet2,1.0
蝼蛄疖等,蝼蛄疖,term_sheet3_self,0.6
蝼蛄疖等,蝼蛄疖等,term_sheet3_self,0.6
蟹睛,蟹睛,term_sheet2,1.0
蟹睛,蟹睛,term_sheet3_self,0.6
蟹睛,蟹睛,term_sheet4_self,0.6
蟹睛,蟹睛病,term_sheet2,1.0
蟹睛,蟹睛病,term_sheet3_self,0.6
蟹睛,蟹睛病,term_sheet4_self,0.6
蟹睛,蟹睛病(眼球突出),term_sheet2,1.0
蟹睛病,蟹睛,term_sheet2,1.0
蟹睛病,蟹睛,term_sheet3_self,0.6
蟹睛病,蟹睛,term_sheet4_self,0.6
蟹睛病,蟹睛病,term_sheet2,1.0
蟹睛病,蟹睛病,term_sheet3_self,0.6
蟹睛病,蟹睛病,term_sheet4_self,0.6
蟹睛病,蟹睛病(眼球突出),term_sheet2,1.0
蟹睛病(眼球突出),蟹睛病(眼球突出),term_sheet2,1.0
蟹睛病/蟹睛病(眼球突出),蟹睛病(眼球突出),term_sheet2,1.0
血不循经,血不循经,term_sheet2,1.0
血不循经,血不循经,term_sheet3_self,0.6
血不循经,血不循经,term_sheet4_self,0.6
血不循经,血不循经(出血性疾病),term_sheet2,1.0
血不循经(出血性疾病),血不循经(出血性疾病),term_sheet2,1.0
血不循经/血不循经(出血性疾病),血不循经(出血性疾病),term_sheet2,1.0
血丝疗,血丝疗,term_sheet2,1.0
血丝疗,血丝疗,term_sheet3_self,0.6
血丝疗,血丝疗,term_sheet4_self,0.6
血丝疗,血丝疗(红线疹),term_sheet2,1.0
血丝疗(红线疹),血丝疗(红线疹),term_sheet2,1.0
血丝疗/血丝疗(红线疹),血丝疗(红线疹),term_sheet2,1.0
血两虚,血两虚,term_sheet2,1.0
血亏虚,血亏虚,term_sheet2,1.0
血亏虚/血亏虚,血亏虚,term_sheet2,1.0
血亏虚证,血亏虚,term_sheet2,1.0
血亏虚证,血亏虚证,term_sheet4_self,0.6
血分实热,血热,term_sheet2,1.0
血分实热,风盛,term_sheet2,1.0
血分实热/血热,血热,term_sheet2,1.0
血分实热证,血分实热证,term_sheet3_self,0.6
血分实热证,血分实热证,term_sheet4_self,0.6
血分实热证,血分实热证等,term_sheet3_self,0.6
血分实热证,风盛,term_sheet2,1.0
血分实热证等,血分实热证,term_sheet3_self,0.6
血分实热证等,血分实热证等,term_sheet3_self,0.6
血分热,血分热,term_sheet2,1.0
血分热/血分热,血分热,term_sheet2,1.0
血分热盛,血分热盛,term_sheet2,1.0
血分热盛,血分热盛,term_sheet3_self,0.6
血分热盛,血分热盛,term_sheet4_self,0.6
血分热盛,邪陷正虚,term_sheet2,1.0
血分热盛/血分热盛,血分热盛,term_sheet2,1.0
血分热证,血分热,term_sheet2,1.0
血分热证,血分热证,term_sheet3_self,0.6
血分热证,血分热证,term_sheet4_self,0.6
血分热证,血分热证等,term_sheet3_self,0.6
血分热证等,血分热证,term_sheet3_self,0.6
血分热证等,血分热证等,term_sheet3_self,0.6
血劳,发际疮(毛囊炎),term_sheet2,1.0
血劳,惊恐,term_sheet2,1.0
血劳,更年期妇女,term_sheet2,1.0
血劳,热毒壅滞,term_sheet2,1.0
血劳,病情恢复期,term_sheet2,1.0
血劳,病重,term_sheet2,1.0
血劳,筋瘤(静脉曲张),term_sheet2,1.0
血劳,肝肾精亏,term_sheet2,1.0
血劳,脾气绝,term_sheet2,1.0
血劳,血劳,term_sheet2,1.0
血劳,血劳,term_sheet3_self,0.6
血劳,血劳,term_sheet4_self,0.6
血劳,血劳等,term_sheet3_self,0.6
血劳,血虚劳损,term_sheet2,1.0
血劳,阴虚火旺,term_sheet2,1.0
血劳/血虚劳损,血虚劳损,term_sheet2,1.0
血劳等,血劳,term_sheet3_self,0.6
血劳等,血劳等,term_sheet3_self,0.6
血厥,水轮(眼)水湿停聚,term_sheet2,1.0
血厥,血厥,term_sheet2,1.0
血厥,血厥,term_sheet3_self,0.6
血厥,血厥,term_sheet4_self,0.6
血厥/血厥,血厥,term_sheet2,1.0
血吸虫,血吸虫,term_sheet2,1.0
血吸虫,血吸虫,term_sheet3_self,0.6
血吸虫,血吸虫,term_sheet4_self,0.6
血吸虫,血吸虫病,term_sheet2,1.0
血吸虫,血吸虫病,term_sheet3_self,0.6
血吸虫,血吸虫病,term_sheet4_self,0.6
血吸虫病,血吸虫,term_sheet2,1.0
血吸虫病,血吸虫,term_sheet3_self,0.6
血吸虫病,血吸虫,term_sheet4_self,0.6
血吸虫病,血吸虫病,term_sheet2,1.0
血吸虫病,血吸虫病,term_sheet3_self,0.6
血吸虫病,血吸虫病,term_sheet4_self,0.6
血吸虫病/血吸虫,血吸虫,term_sheet2,1.0
血吸虫病/血吸虫,血吸虫病,term_sheet2,1.0
血吸虫病/血吸虫病,血吸虫,term_sheet2,1.0
血吸虫病/血吸虫病,血吸虫病,term_sheet2,1.0
血少,血少,term_sheet2,1.0
血少,血少,term_sheet3_self,0.6
血少,血少,term_sheet4_self,0.6
血少,血虚,term_sheet2,1.0
血少/血虚,血虚,term_sheet2,1.0
血尿,血尿,term_sheet1,1.0
血康风燥,血康风燥,term_sheet2,1.0
血康风燥,血虚风燥,term_sheet2,1.0
血康风燥证,血康风燥,term_sheet2,1.0
血康风燥证,血康风燥证,term_sheet3_self,0.6
血康风燥证,血康风燥证,term_sheet4_self,0.6
血栓外痔,血栓外痔,term_sheet2,1.0
血栓外痔,血栓外痔,term_sheet3_self,0.6
血栓外痔,血栓外痔,term_sheet4_self,0.6
血栓外痔,血栓外痔等,term_sheet3_self,0.6
血栓外痔/血栓外痔,血栓外痔,term_sheet2,1.0
血栓外痔等,血栓外痔,term_sheet3_self,0.6
血栓外痔等,血栓外痔等,term_sheet3_self,0.6
血栓性痔疮,脉痔(血栓性痔疮),term_sheet2,1.0
血汗,汗出如血,term_sheet1_definition,0.75
血液,血疸(血液病),term_sheet2,1.0
血液病,血疸(血液病),term_sheet2,1.0
血液系统恶性肿瘤,血癌(血液系统恶性肿瘤),term_sheet2,1.0
血溢,血溢,term_sheet2,1.0
血溢,血溢,term_sheet3_self,0.6
血溢,血溢,term_sheet4_self,0.6
血溢,血溢病,term_sheet2,1.0
血溢,血溢病,term_sheet3_self,0.6
血溢,血溢病,term_sheet4_self,0.6
血溢,血溢病(出血性疾病),term_sheet2,1.0
血溢声户,筋失所养,term_sheet2,1.0
血溢声户,血溢声户,term_sheet2,1.0
血溢声户,血溢声户(喉出血),term_sheet2,1.0
血溢声户,血热营虚,term_sheet2,1.0
血溢声户(喉出血),血溢声户(喉出血),term_sheet2,1.0
血溢声户/血溢声户(喉出血),血溢声户(喉出血),term_sheet2,1.0
血溢声户证,筋失所养,term_sheet2,1.0
血溢声户证,血溢声户,term_sheet2,1.0
血溢声户证,血溢声户证,term_sheet3_self,0.6
